Citing,Cited,total_citation,author_overlap,author_overlap_ratio,cite_per_bib,cite_per_ref,in_table,citation_length,occurence_in_sections,occurs_in_group,reference_overlap,distance_between_citance,tfidf_Title,tfidf_Abstract,tfidf_Citance_Title (max),tfidf_Citance_Title (avg),tfidf_Citance_Abstract (max),tfidf_Citance_Abstract (avg),pos_max,pos_avg,neg_max,neg_avg,neu_max,neu_avg,com_max,com_avg,wmd_title,wmd_abstract,wmd_body,wmd_citance_max,wmd_citance_avg,kw_title,kw_abstract,kw_body,bib_Author_overlap,bib_Title_overlap,bib_Venue_overlap,Label
C00-1064,J96-1002,3,0,0,0.142857142857143,0.75,0,61.6666666666667,6,0,0.047619047619048,1315,0,0.124475672891249,0.098691286848009,0.296073860544026,0.080057762635708,0.240173287907124,0.143,0.079333333333333,0,0,0.964,0.920666666666666,0.93,0.456133333333333,0.447361599007197,0.131998627378927,0.077713212041331,0.387251969338526,0.28270341570242,0,8,16,0.071428571428572,0.05,0.142857142857143,1
C00-2124,J96-1002,1,1,0.666666666666667,0.058823529411765,0.035714285714286,0,229,7,0,0,0,0,0,0.031058642326243,0.031058642326243,0.040603415342672,0.040603415342672,0.061,0.061,0.011,0.011,0.928,0.928,0.8934,0.8934,0.438420524156111,0.230253086619201,0.09463430180006,0.175476076786979,0.175476076786979,0,0,13,0.025641025641026,0,0.166666666666667,0
C02-1064,J96-1002,1,0,0,0.052631578947369,0.026315789473684,0,78,12,0,0.052631578947369,0,0,0.026594681965968,0.057427989304382,0.057427989304382,0.048365584200036,0.048365584200036,0.082,0.082,0,0,0.918,0.918,0.6369,0.6369,0.709548002464153,0.175727632074782,0.129095176593678,0.276713307763652,0.276713307763652,0,4,9,0.172413793103448,0.052631578947369,0.153846153846154,1
D07-1019,J96-1002,1,1,0.8,0.047619047619048,0.025,0,38,20,0,0,0,0,0.062792882217897,0.125287005489382,0.125287005489382,0.117273877186645,0.117273877186645,0,0,0,0,1,1,0,0,0.420953359202503,0.160389911564927,0.12204038903406,0.32588048383883,0.32588048383883,0,6,11,0.128205128205128,0,0.1,1
D07-1051,J96-1002,1,0,0,0.05,0.022727272727273,0,255,11,0,0.05,0,0.066559246607949,0.020138934641704,0.01476477550548,0.01476477550548,0.021123142582396,0.021123142582396,0.069,0.069,0.013,0.013,0.918,0.918,0.9151,0.9151,0.389961484899631,0.191203650667669,0.088421422862334,0.18213846576611,0.18213846576611,1,0,7,0,0.05,0.1,1
C10-3004,J96-1002,1,0,0,0.142857142857143,0.083333333333333,0,43,9,0,0,0,0.101630669791127,0.056792607788875,0.038435613928887,0.038435613928887,0.056548962477672,0.056548962477672,0,0,0,0,1,1,0,0,0.465685222015903,0.195174520918547,0.122158946529708,0.329999543919449,0.329999543919449,1,5,8,0,0,0.166666666666667,0
P05-1020,J96-1002,1,0,0,0.038461538461539,0.019607843137255,0,90,10,1,0,0,0,0.035101221333118,0.05886961915954,0.05886961915954,0.059230950521535,0.059230950521535,0.08,0.08,0,0,0.92,0.92,0.7297,0.7297,0.515295536947293,0.205329781889224,0.116482579427676,0.27129269698223,0.27129269698223,0,2,8,0.055555555555556,0,0.125,0
P10-1142,J96-1002,1,0,0,0.012048192771084,0.005555555555556,0,165,16,0,0.012048192771084,0,0,0.010944985607167,0.040941245189983,0.040941245189983,0.093394695929043,0.093394695929043,0.107,0.107,0,0,0.893,0.893,0.9423,0.9423,0.587875981371727,0.212785620206767,0.115775254054647,0.190586552403295,0.190586552403295,0,1,7,0,0.01219512195122,0.036363636363636,0
P98-2214,J96-1002,3,0,0,0.25,0.083333333333333,0,150.666666666667,8,1,0.083333333333333,888.5,0,0.115107055777388,0.015312184943517,0.045936554830552,0.023217419027232,0.062132384914318,0.139,0.069333333333333,0.023,0.01,1,0.921,0.9402,0.597366666666667,0.530210985467714,0.134181319338183,0.093175557661187,0.235360988930521,0.202828545781869,0,6,13,0.125,0.083333333333333,0.166666666666667,2
P99-1069,J96-1002,1,0,0,0.083333333333333,0.05,0,123,3,1,0.083333333333333,0,0,0.017984484409019,0.052925456770189,0.052925456770189,0.069694142234857,0.069694142234857,0.02,0.02,0.062,0.062,0.919,0.919,-0.6277,-0.6277,0.57235433417619,0.221996860506141,0.095302668396205,0.174360542424567,0.174360542424567,0,2,9,0,0.083333333333333,0.333333333333333,0
P02-1002,J96-1002,1,0,0,0.058823529411765,0.025641025641026,0,264,5,1,0.058823529411765,0,0,0.173943466556312,0.123493310089094,0.123493310089094,0.119540850326778,0.119540850326778,0.049,0.049,0.077,0.077,0.875,0.875,-0.8632,-0.8632,0.659580714026289,0.164161010759791,0.078377013990894,0.170047506940578,0.170047506940578,0,6,12,0.2,0.058823529411765,0.25,0
P05-1066,J96-1002,2,0,0,0.052631578947369,0.030769230769231,0,158,12,1,0.026315789473684,21,0,0.07456936952894,0.080877875743022,0.080877875743022,0.054827309895481,0.054827309895481,0.031,0.031,0,0,0.969,0.969,0.4215,0.4215,0.413213601803339,0.211841838128825,0.089710056886053,0.205260786428195,0.205260786428195,0,5,9,0.041666666666667,0.026315789473684,0.133333333333333,0
W00-0707,J96-1002,2,0,0,0.153846153846154,0.074074074074074,0,214.5,2,1,0.076923076923077,290,0.159764209241444,0.085243918106957,0.031177149254287,0.046640930993803,0.045722437198898,0.068478121532331,0.096,0.0545,0.022,0.017,0.965,0.9285,0.9676,0.3588,0.402910364192967,0.175700793350347,0.09055409523211,0.192409614734267,0.185526981103732,2,4,11,0.043478260869565,0.076923076923077,0.166666666666667,1
W02-0813,J96-1002,1,0,0,0.166666666666667,0.033333333333333,0,122,7,0,0,0,0,0.061597031745062,0.148816660277935,0.148816660277935,0.157972380938613,0.157972380938613,0,0,0.018,0.018,0.982,0.982,-0.296,-0.296,0.489366154040027,0.187129673372485,0.149024658889712,0.168583599168698,0.168583599168698,0,3,13,0,0,0.166666666666667,1
W96-0213,J96-1002,1,0,0,0.083333333333333,0.026315789473684,0,174,0,0,0.083333333333333,0,0.225764846002616,0.12143072027001,0.113288261528291,0.113288261528291,0.141235056557259,0.141235056557259,0.057,0.057,0.015,0.015,0.928,0.928,0.7342,0.7342,0.288688030937925,0.168386717452897,0.09809603487022,0.141551315660818,0.141551315660818,2,5,14,0,0.083333333333333,0.4,0
C04-1081,N03-1028,1,0,0,0.052631578947369,0.023809523809524,0,53,13,1,0,0,0.295267555382405,0.071969717720108,0,0,0.042426714181833,0.042426714181833,0.052,0.052,0,0,0.948,0.948,0.3818,0.3818,0.431214166850308,0.144313121900579,0.085838199500584,0.302005730732614,0.302005730732614,3,7,15,0.142857142857143,0,0.0625,0
C08-1094,N03-1028,1,0,0,0.083333333333333,0.02,0,124,9,0,0.083333333333333,0,0,0.034666910327936,0,0,0.037232929204098,0.037232929204098,0.045,0.045,0,0,0.955,0.955,0.6727,0.6727,0.659376149732594,0.201770338269324,0.086623007700689,0.253767974975266,0.253767974975266,0,4,7,0.222222222222222,0.083333333333333,0.3,1
C08-1106,N03-1028,6,1,0.857142857142857,0.25,0.1,0,96.3333333333333,14,1,0.458333333333333,1527.8,0.249635494143812,0.168504711824556,0.045101819640392,0.169415989055964,0.084253799679482,0.203261361947332,0.154,0.0655,0.07,0.021833333333333,0.956,0.912666666666667,0.7906,0.336333333333333,0.433011317767961,0.181135340286546,0.094459288582721,0.423065747077419,0.26762336980261,3,9,16,0.509090909090909,0.478260869565217,0.238095238095238,2
C08-1113,N03-1028,1,1,0.75,0.0625,0.021739130434783,0,80,10,0,0.0625,0,0.344642141038055,0.075620557423387,0,0,0.025565791748155,0.025565791748155,0.055,0.055,0.032,0.032,0.913,0.913,0.1779,0.1779,0.464942772360822,0.179646073691063,0.075415518186582,0.198139688995527,0.198139688995527,3,8,11,0,0.0625,0.181818181818182,0
C10-1082,N03-1028,1,0,0,0.037037037037037,0.026315789473684,0,23,12,1,0.037037037037037,0,0,0.037347746114194,0,0,0.095049270885575,0.095049270885575,0.151,0.151,0,0,0.849,0.849,0.4939,0.4939,0.431967688534252,0.173967204891219,0.078494398655139,0.408903867929042,0.408903867929042,0,4,8,0,0.037037037037037,0.105263157894737,0
P03-1064,N03-1028,1,0,0,0.041666666666667,0.015384615384615,0,79,10,0,0.208333333333333,0,0,0.031055420563836,0,0,0.047795279415654,0.047795279415654,0,0,0.018,0.018,0.982,0.982,-0.0772,-0.0772,0.548094336423442,0.191819187930318,0.115662458216467,0.415691077844651,0.415691077844651,0,1,11,0.416666666666667,0.208333333333333,0.166666666666667,0
P10-1038,N03-1028,1,0,0,0.037037037037037,0.017241379310345,0,165,8,1,0.037037037037037,0,0.431613418970751,0.071955317542494,0,0,0.023413626664533,0.023413626664533,0.088,0.088,0.083,0.083,0.829,0.829,0.237,0.237,0.382019301747218,0.186135514945488,0.123125544102561,0.176504136367814,0.176504136367814,3,7,10,0,0.04,0.0625,1
W05-0622,N03-1028,1,0,0,0.1,0.0625,0,130,6,1,0,0,0.344642141038055,0.09094429077299,0.071141290081817,0.071141290081817,0.09244878646729,0.09244878646729,0.061,0.061,0,0,0.939,0.939,0.765,0.765,0.334505002137234,0.144666914448595,0.091638025063105,0.243524102027269,0.243524102027269,3,7,7,0,0,0.1,0
W06-1655,N03-1028,1,0,0,0.058823529411765,0.028571428571429,0,63,14,1,0.058823529411765,0,0.159739376863276,0.160014272310212,0.074515244468553,0.074515244468553,0.056403590594246,0.056403590594246,0.08,0.08,0,0,0.92,0.92,0.5994,0.5994,0.574895687982407,0.184681513571048,0.079925416133932,0.218292302919509,0.218292302919509,2,11,14,0.023809523809524,0.058823529411765,0.153846153846154,0
W10-2923,N03-1028,1,0,0,0.024390243902439,0.010416666666667,0,161,19,0,0.024390243902439,0,0,0.039611059549045,0.068300033600813,0.068300033600813,0.05750186158796,0.05750186158796,0.063,0.063,0,0,0.937,0.937,0.8357,0.8357,0.546024484967289,0.125436607842695,0.090408567431327,0.270532681048459,0.270532681048459,0,4,10,0,0.025,0.088235294117647,0
C04-1081,N04-4028,1,1,0.333333333333333,0.052631578947369,0.023809523809524,0,42,13,1,0,0,0,0.044325893453259,0.050637096856754,0.050637096856754,0.017916881881838,0.017916881881838,0.142,0.142,0.063,0.063,0.795,0.795,0.5256,0.5256,0.557986535163175,0.134231390047921,0.09472681731928,0.257271334664312,0.257271334664312,0,6,12,0,0,0,1
D07-1068,N04-4028,1,0,0,0.043478260869565,0.021276595744681,0,64,12,1,0.043478260869565,0,0,0.029983226676928,0,0,0.02369249836217,0.02369249836217,0.098,0.098,0.022,0.022,0.88,0.88,0.6908,0.6908,0.569582872816931,0.209387254957215,0.106773216508177,0.21905922091824,0.21905922091824,0,3,9,0.127659574468085,0.043478260869565,0,0
D08-1070,N04-4028,1,0,0,0.058823529411765,0.026315789473684,0,116,9,0,0.058823529411765,0,0,0.03464870637571,0.123011364571178,0.123011364571178,0.086217406602743,0.086217406602743,0.062,0.062,0.035,0.035,0.904,0.904,0.4939,0.4939,0.582843866999839,0.161298287276193,0.11532456219705,0.189247670811095,0.189247670811095,0,3,4,0.125,0.058823529411765,0,0
D10-1095,N04-4028,1,0,0,0.090909090909091,0.020408163265306,0,143,4,0,0.090909090909091,0,0.204007612999493,0.078605846346039,0.353218419933518,0.353218419933518,0.14557985005995,0.14557985005995,0.111,0.111,0.038,0.038,0.85,0.85,0.8957,0.8957,0.470316053530203,0.145448998693695,0.087109000128173,0.18169314613789,0.18169314613789,1,4,11,0.083333333333333,0.090909090909091,0,0
N06-1038,N04-4028,0,1,0.666666666666667,0,0,0,75,15,0,0.083333333333333,0,0.087686819801425,0.087923869842131,0.226161589685068,0.226161589685068,0.170923346166968,0.170923346166968,0.181,0.181,0.07,0.07,0.749,0.749,0.8834,0.8834,0.41145327064988,0.173290959243706,0.08842013547107,0.144275900453854,0.144275900453854,1,3,12,0.127659574468085,0.083333333333333,0.090909090909091,2
P08-1004,N04-4028,1,0,0,0.035714285714286,0.027027027027027,0,153,15,1,0.035714285714286,0,0.127359529794794,0.087631017344376,0,0,0.060345753038229,0.060345753038229,0.014,0.014,0.009,0.009,0.977,0.977,0.1779,0.1779,0.485152411020373,0.189167406782383,0.09474850664487,0.194638279964693,0.194638279964693,1,8,10,0,0.035714285714286,0,1
P09-1015,N04-4028,1,0,0,0.03125,0.016393442622951,0,93,12,0,0,0,0,0.033460976019253,0.170447111863026,0.170447111863026,0.105147246640624,0.105147246640624,0.095,0.095,0.026,0.026,0.879,0.879,0.7783,0.7783,0.420538837916376,0.197313790724834,0.103364012683049,0.126579241507169,0.126579241507169,0,3,8,0.023255813953488,0,0,0
P10-1038,N04-4028,1,0,0,0.037037037037037,0.017241379310345,0,165,8,1,0.037037037037037,0,0,0.024696986820018,0,0,0.003966565115843,0.003966565115843,0.088,0.088,0.083,0.083,0.829,0.829,0.237,0.237,0.448010578208699,0.212195509164714,0.155745103271416,0.20022541963813,0.20022541963813,0,3,7,0.090909090909091,0.04,0,1
P11-1149,N04-4028,1,0,0,0.026315789473684,0.016949152542373,0,174,15,1,0,0,0.127359529794794,0.027368066249105,0.11806379434156,0.11806379434156,0.059977934632365,0.059977934632365,0.064,0.064,0,0,0.936,0.936,0.8957,0.8957,0.489223135552747,0.180333682887186,0.074606641757199,0.253964968511646,0.253964968511646,1,4,7,0,0,0,0
C08-5001,N06-1040,1,0,0,0.027027027027027,0.015151515151515,0,118,18,0,0.054054054054054,0,0,0.00509167536231,0,0,0.014224653058541,0.014224653058541,0.023,0.023,0.049,0.049,0.928,0.928,-0.4215,-0.4215,0.46586111363653,0.173632877605029,0.114653023533741,0.312161884040987,0.312161884040987,0,0,7,0.015873015873016,0.055555555555556,0.208333333333333,0
C10-1007,N06-1040,1,0,0,0.035714285714286,0.016129032258065,0,77,17,0,0,0,0,0.055792811146119,0.05517936390844,0.05517936390844,0.05490252164599,0.05490252164599,0.067,0.067,0.021,0.021,0.911,0.911,0.5423,0.5423,0.380583684148447,0.17272112918634,0.099881227496343,0.163419416121201,0.163419416121201,0,1,8,0,0,0.076923076923077,0
D08-1091,N06-1040,1,0,0,0.03125,0.012048192771084,0,83,19,0,0.125,0,0,0.173717742367361,0.05301514837824,0.05301514837824,0.10335799396237,0.10335799396237,0.135,0.135,0.016,0.016,0.849,0.849,0.889,0.889,0.314460094938406,0.163594472977312,0.091856955783594,0.140315093383428,0.140315093383428,0,9,10,0.142857142857143,0.125,0.095238095238095,0
N07-1051,N06-1040,1,0,0,0.03448275862069,0.016393442622951,0,241,13,1,0.068965517241379,0,0,0.112762373821077,0.115005996807117,0.115005996807117,0.061633144155839,0.061633144155839,0.057,0.057,0,0,0.943,0.943,0.9118,0.9118,0.415450436544868,0.126311470463051,0.076707900078714,0.216789589702058,0.216789589702058,0,5,12,0.183673469387755,0.068965517241379,0.125,0
N03-2018,P01-1048,1,1,0.333333333333333,0.076923076923077,0.05,0,109,3,1,0.076923076923077,0,0,0.061759010644607,0,0,0.075849068226077,0.075849068226077,0.047,0.047,0.034,0.034,0.919,0.919,0.128,0.128,0.469528744042696,0.218395280916144,0.119060876920977,0.210113743338773,0.210113743338773,0,7,9,0.069767441860465,0.076923076923077,0,1
N04-1026,P01-1048,4,0,0,0.166666666666667,0.044444444444445,0,146.5,6,1,0,2139.33333333333,0.105992131350932,0.190062434837899,0.018087094849777,0.072348379399106,0.114416558699949,0.134090931225776,0.063,0.05025,0.044,0.015,0.951,0.9345,0.6908,0.4135,0.433091840733657,0.168884450204042,0.094762370160949,0.202898830405243,0.185665058458794,1,13,14,0.042857142857143,0,0,2
W01-1610,P01-1048,0,0,0,0,0,0,72,5,0,0.4,0,0,0.338277230695766,0.036288404788124,0.036288404788124,0.185486587837764,0.185486587837764,0,0,0.04,0.04,0.96,0.96,-0.4019,-0.4019,0.438324866508637,0.120351040848535,0.082784901709077,0.208438209319891,0.208438209319891,0,14,18,0.62962962962963,0.4,0.615384615384615,1
W03-0205,P01-1048,1,1,0.142857142857143,0.027027027027027,0.025,0,185,6,1,0,0,0,0.039604723618251,0.040158096727978,0.040158096727978,0.057157161316895,0.057157161316895,0.086,0.086,0.013,0.013,0.901,0.901,0.9116,0.9116,0.509339200664365,0.223050105292574,0.10210323794369,0.215438405171675,0.215438405171675,0,2,7,0.027522935779817,0,0,0
W03-0409,P01-1048,0,0,0,0,0,0,135,8,1,0,0,0,0.04836264533311,0.138045784973511,0.138045784973511,0.160613444775873,0.160613444775873,0.057,0.057,0.031,0.031,0.911,0.911,0.552,0.552,0.553491363301429,0.163021433219589,0.098335860755007,0.211083314260618,0.211083314260618,0,5,10,0,0,0,0
P03-1002,P02-1031,10,0,0,0.714285714285714,0.166666666666667,1,225.6,7,1,0,3112.88888888889,0.225764846002616,0.046478717471819,0.117697413155609,0.185707269472969,0.087242541306921,0.125500158646711,0.057,0.0344,0.101,0.0575,0.977,0.9082,0.5106,-0.46602,0.341070786978987,0.154868728991497,0.074585024574453,0.219032674969491,0.16256892494865,0,3,16,0.441176470588235,0,0.181818181818182,3
W04-2405,P02-1046,2,0,0,0.181818181818182,0.043478260869565,0,271,15,1,0,3761,0,0.20832519357448,0.015445596532467,0.030891193064933,0.167379155686237,0.186259058378272,0.092,0.089,0.056,0.0545,0.858,0.8565,0.8888,0.8397,0.596646247024697,0.130218402059933,0.137061640567236,0.201994668154382,0.190345662670707,0,2,10,0.095238095238095,0,0.090909090909091,1
P06-2079,P02-1053,1,0,0,0.038461538461539,0.018181818181818,0,115,9,1,0.038461538461539,0,0.119147193286777,0.130396675209713,0.013851843404716,0.013851843404716,0.018553129008576,0.018553129008576,0.013,0.013,0,0,0.987,0.987,0.0772,0.0772,0.350738750821284,0.100878846550328,0.07934222702847,0.349311781566443,0.349311781566443,2,7,11,0.096774193548387,0.038461538461539,0,1
P07-1056,P02-1053,2,0,0,0.153846153846154,0.058823529411765,0,152.5,10,1,0,3171,0.056297157575071,0.074589417062463,0.062067201264939,0.081980755256976,0.044713895710335,0.052139732067256,0.073,0.0445,0.06,0.03,0.984,0.9255,0.2606,0.1689,0.344852110798836,0.136032037587441,0.087892178693297,0.221915196555984,0.167560822929339,1,6,11,0,0,0.090909090909091,0
P13-1151,P02-1057,1,0,0,0.027777777777778,0.013157894736842,0,90,15,1,0.027777777777778,0,0,0.12933118241917,0.055436189574119,0.055436189574119,0.118008006009214,0.118008006009214,0.015,0.015,0,0,0.985,0.985,0.0516,0.0516,0.442535169001005,0.235752740507135,0.135085894280562,0.286978310158287,0.286978310158287,0,3,8,0.039473684210526,0.027777777777778,0.041666666666667,0
P07-1075,P03-1002,1,0,0,0.045454545454546,0.025,0,353,12,0,0.045454545454546,0,0.184431916622613,0.013260426974408,0.0825733246755,0.0825733246755,0.078480706571162,0.078480706571162,0.045,0.045,0.046,0.046,0.909,0.909,-0.0516,-0.0516,0.308375445219341,0.194675469265262,0.079899973867433,0.153252944449388,0.153252944449388,2,2,11,0,0.045454545454546,0.111111111111111,0
P13-1058,P03-1002,0,1,1,0,0,0,56,16,0,0,0,0.078744603455945,0.033740237654944,0.057896701429245,0.057896701429245,0,0,0.055,0.055,0,0,0.945,0.945,0.4404,0.4404,0.382106386106331,0.207741418526142,0.072767271164655,0.416822979889835,0.416822979889835,0,3,6,0.092105263157895,0,0.064516129032258,0
N04-1030,P03-1002,3,0,0,0.12,0.050847457627119,1,125.666666666667,22,0,0,1907,0.08457986080147,0.070946151635535,0.055353195478009,0.098656215119193,0.075227800863787,0.122208870510778,0.057,0.031,0.061,0.054333333333333,0.939,0.915,-0.184,-0.2577,0.413130673780957,0.19585565561805,0.05208270656956,0.415595154235037,0.32869222455721,0,5,18,0.061224489795918,0,0.222222222222222,3
C04-1097,P03-1054,1,0,0,0.045454545454546,0.022727272727273,0,71,16,1,0,0,0,0.104684619585467,0.168158814674443,0.168158814674443,0.144726772319934,0.144726772319934,0.071,0.071,0.029,0.029,0.901,0.901,0.4215,0.4215,0.373722448585281,0.222685692822745,0.111173218374812,0.221657515378979,0.221657515378979,0,5,8,0,0,0.076923076923077,1
C04-1097,P03-1054,1,0,0,0.045454545454546,0.022727272727273,0,71,16,1,0,0,0,0.104684619585467,0.168158814674443,0.168158814674443,0.144726772319934,0.144726772319934,0.071,0.071,0.029,0.029,0.901,0.901,0.4215,0.4215,0.373722448585281,0.222685692822745,0.111173218374812,0.221657515378979,0.221657515378979,0,5,8,0,0,0.076923076923077,0
C04-1108,P03-1069,1,0,0,0.076923076923077,0.035714285714286,0,83,9,0,0,0,0.201993092497918,0.13122967827887,0.083165213068937,0.083165213068937,0.180541120817847,0.180541120817847,0.091,0.091,0,0,0.909,0.909,0.5267,0.5267,0.276560571074662,0.158447300469653,0.072753472676742,0.216249199356137,0.216249199356137,2,7,15,0,0,0.1,0
C10-2105,P03-1069,2,0,0,0.125,0.021978021978022,0,95,12,0,0,1151,0.159764209241444,0.071930448333411,0.009667330733306,0.019334661466611,0.030358337120916,0.03278565125094,0.071,0.0355,0.044,0.0365,0.956,0.928,0.3246,-0.0183,0.273582816670258,0.147974423694672,0.060074939800866,0.250032087132848,0.231294311255517,2,7,12,0.096774193548387,0,0.133333333333333,0
C10-2170,P03-1069,1,0,0,0.052631578947369,0.023809523809524,0,69,15,1,0,0,0.142919729522149,0.155523730877323,0.136257028716027,0.136257028716027,0.124515135136052,0.124515135136052,0.039,0.039,0,0,0.961,0.961,0.128,0.128,0.250193688233772,0.190203844799959,0.076297029854977,0.21986744846286,0.21986744846286,2,6,12,0,0,0.1875,0
D07-1009,P03-1069,7,0,0,0.304347826086957,0.145833333333333,0,122.571428571429,8,1,0.086956521739131,889,0.201993092497918,0.162595466595844,0.087663668498544,0.153675229711793,0.075701047971353,0.106850259872509,0.102,0.060857142857143,0.047,0.015714285714286,0.956,0.923571428571429,0.9476,0.376057142857143,0.275549467067963,0.095937816689953,0.062203160158463,0.216087722112211,0.191745437081276,2,7,15,0.243243243243243,0.086956521739131,0.083333333333333,2
P04-1050,P03-1069,1,0,0,0.045454545454546,0.013698630136986,0,215,11,1,0.227272727272727,0,0.142919729522149,0.13580779697876,0.208725800817232,0.208725800817232,0.134636638186828,0.134636638186828,0.036,0.036,0.019,0.019,0.946,0.946,0.1397,0.1397,0.239357122008239,0.150672563035278,0.083941660079293,0.159882794142419,0.159882794142419,2,6,9,0.25,0.227272727272727,0.25,0
P13-2016,P03-1069,4,0,0,0.235294117647059,0.108108108108108,0,84.25,10,1,0.117647058823529,1029.66666666667,0,0.253163860835037,0.072514347732995,0.220173711309331,0.120370954998118,0.24621920395788,0.098,0.0595,0.082,0.0355,0.98,0.90525,0.7269,-0.01635,0.308021017501666,0.137009737145297,0.072004956048374,0.230504163259448,0.200053749692934,0,11,14,0.102564102564103,0.117647058823529,0.117647058823529,2
C08-2012,P04-1015,1,0,0,0.083333333333333,0.04,0,112,6,1,0,0,0,0.033172803993525,0.030709337820486,0.030709337820486,0.022916914518565,0.022916914518565,0.01,0.01,0.115,0.115,0.874,0.874,-0.9022,-0.9022,0.35660764514236,0.224130056173712,0.096746961773543,0.265465256741433,0.265465256741433,0,3,6,0,0,0.222222222222222,0
D07-1009,P04-1015,1,0,0,0.043478260869565,0.020833333333333,0,133,8,0,0.043478260869565,0,0.115215543377931,0.083565928728314,0.144436617454461,0.144436617454461,0.0771198158687,0.0771198158687,0.038,0.038,0.042,0.042,0.92,0.92,-0.128,-0.128,0.336295284003758,0.184776405691271,0.080362424581352,0.193265489282939,0.193265489282939,1,4,11,0.081081081081081,0.043478260869565,0.083333333333333,0
E06-1011,P04-1015,1,0,0,0.041666666666667,0.015873015873016,0,89,11,0,0,0,0.115215543377931,0.057387559112929,0.035965870593662,0.035965870593662,0.040935079625517,0.040935079625517,0.061,0.061,0.057,0.057,0.882,0.882,0.1027,0.1027,0.298766216164176,0.177500248815808,0.072791145744735,0.23316842701308,0.23316842701308,1,4,15,0,0,0.083333333333333,0
P05-1023,P04-1015,3,0,0,0.15,0.063829787234043,1,187,11,1,0.15,1992,0,0.216316914194929,0.030493700828147,0.034127959766662,0.086047347175091,0.11822225095076,0.238,0.181666666666667,0.018,0.018,0.912,0.8,0.9949,0.9159,0.4080582991567,0.121564247597516,0.069584537026967,0.275456878442074,0.230781067818927,0,8,13,0.161290322580645,0.15,0.157894736842105,2
P06-1096,P04-1015,0,0,0,0,0,0,91,14,0,0,0,0,0.062839200785609,0.186701129482188,0.186701129482188,0.141785197942227,0.141785197942227,0.106,0.106,0,0,0.894,0.894,0.8402,0.8402,0.46342144252257,0.166948112584422,0.074217991464588,0.190084670863214,0.190084670863214,0,6,12,0.166666666666667,0,0.222222222222222,0
P11-1069,P04-1015,2,0,0,0.064516129032258,0.025641025641026,0,212.5,10,1,0,2490,0.144383555277387,0.102228325008305,0.030393882146734,0.039644520065948,0.069069668595271,0.082562337623424,0.042,0.0395,0.034,0.0235,0.951,0.9375,0.7739,0.52355,0.522737960092168,0.222188686207835,0.132973661031054,0.262008959159154,0.220355817251974,1,8,11,0.155172413793103,0,0.08,1
J07-4004,P04-1015,1,1,1,0.013157894736842,0.004484304932735,1,143,36,1,0.092105263157895,0,0.092697896686271,0.14620887272411,0.024731103728956,0.024731103728956,0.0929438696432,0.0929438696432,0.082,0.082,0,0,0.918,0.918,0.9011,0.9011,0.406479212093249,0.176039641896646,0.091363191092325,0.174096148184534,0.174096148184534,1,6,19,0.128571428571429,0.092105263157895,0.083333333333333,0
C08-1088,P04-1054,5,0,0,0.384615384615385,0.068493150684932,0,214.6,9,1,0,383.5,0.295267555382405,0.226140932839098,0.199371955609718,0.270969394157809,0.152959934260171,0.198339899258566,0.068,0.05,0.094,0.0632,0.9,0.887,0.4767,-0.37506,0.149825900763746,0.141792885633092,0.079318266505964,0.193954237815028,0.177167661048715,3,10,16,0.045454545454546,0,0.090909090909091,1
P06-1104,P04-1054,6,1,0.666666666666667,0.333333333333333,0.109090909090909,1,168.333333333333,10,1,0.055555555555556,843,0,0.274855096336649,0.162059441570627,0.298298102174488,0.196339237829077,0.257729048278992,0.126,0.049333333333333,0.033,0.0165,1,0.934333333333333,0.9872,0.321816666666667,0.312757758874197,0.177144902444906,0.072330595491758,0.443170400588988,0.221165047404923,0,9,16,0.307692307692308,0.055555555555556,0.666666666666667,2
P08-2023,P04-1054,1,1,0.333333333333333,0.111111111111111,0.058823529411765,0,150,8,0,0,0,0.190874066130203,0.057831311633922,0.179592844507275,0.179592844507275,0.26544498680043,0.26544498680043,0.035,0.035,0.027,0.027,0.938,0.938,0.2944,0.2944,0.362206900333947,0.104727070096613,0.057013605020028,0.127668125198602,0.127668125198602,2,3,16,0,0,0.142857142857143,0
S12-1065,P06-1114,1,1,0.8,0.071428571428572,0.041666666666667,0,249,7,0,0,0,0.216933817011397,0.108106591525708,0.038445859992309,0.038445859992309,0.038124746975575,0.038124746975575,0.114,0.114,0.007,0.007,0.879,0.879,0.9757,0.9757,0.256302814257334,0.186259622507391,0.115341211404637,0.26133859270912,0.26133859270912,2,6,10,0.133333333333333,0,0,0
C10-1087,P06-1114,1,0,0,0.038461538461539,0.023809523809524,0,165,10,1,0,0,0.116717735460328,0.1418501801487,0.088575279321364,0.088575279321364,0.077122382299607,0.077122382299607,0.071,0.071,0,0,0.929,0.929,0.8658,0.8658,0.312630482113479,0.166490634681996,0.092645445983449,0.192390817002743,0.192390817002743,1,6,11,0.112903225806452,0,0,0
P08-1081,P06-1114,1,1,0.857142857142857,0.033333333333333,0.020833333333333,0,121,11,1,0,0,0.059929968224224,0.047915345945832,0.074603645576824,0.074603645576824,0.101108359056863,0.101108359056863,0.014,0.014,0,0,0.986,0.986,0.1406,0.1406,0.248483966126063,0.169358121492092,0.098478732284541,0.216354958229896,0.216354958229896,0,2,7,0.03448275862069,0,0.058823529411765,0
